EM92661453000187RAUTER QUIMICA  LTDA                                                  00002700-62483-0/00 001010000                                                                                                                                                                                                                                                          GRUPO III RICARDO COSTA RAUTER                    435072980156021148322 SSP                                RS51 5133931551339315rauter@rauter.com.br                              
ME926614530001872019JAN
PR926614530001872019JAN0099,50,7898000000000000000260400000000000000000000000000000000000000000000000000010134,0024000000000027210,002400000000000000029153000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000013963litro 2914.11.00ACETONA                                                               
PF926614530001872019JAN000,86000000000036406,0012litro 3814.00.00Thinner                                                               
PR926614530001872019JAN0000990,8849000000000000000024180000000000000000000000000000000000000000000000000000000010650000000000000000444000000000000000001185000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004608litro 2915.33.00ACETATO DE BUTILA                                                     
PF926614530001872019JAN000,86000000000036406,0012litro 3814.00.00Thinner                                                               
PR926614530001872019JAN099,9300,903000000000000000140660000000000000000000000000000000000000000000000000000004312,500000000000000008860000000000000000083100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010303,5litro 2915.31.00ACETATO DE ETILA                                                      
PF926614530001872019JAN000,86000000000036406,0012litro 3814.00.00Thinner                                                               
PR926614530001872019JAN0000990,9469000000000000000190650000000000000000000000000000000000000000000000000000000031990000000000000000000000000000000000004687000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011179litro 2914.22.10CICLOHEXANONA                                                         
PF926614530001872019JAN000,86000000000036406,0012litro 3814.00.00Thinner                                                               
PR926614530001872019JAN0099,51,3003000000000000000006180000000000000000000000000000000000000000000000000000000000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000588litro 2903.12.00CLORETO DE METILENO                                                   
PF926614530001872019JAN000,86000000000036406,0012litro 3814.00.00Thinner                                                               
PR926614530001872019JAN099,280,9398000000000000000019850000000000000000000000000000000000000000000000000000000005820000000000000000470000000000000000001716000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004387litro 2914.40.10DIACETONA ALCOOL                                                      
PF926614530001872019JAN000,86000000000036406,0012litro 3814.00.00Thinner                                                               
PR926614530001872019JAN0099,500,806000000000000000104460000000000000000000000000000000000000000000000000000000022230000000000000000000000000000000000001972000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006251litro 2914.12.00METIL ETIL KETONE                                                     
PF926614530001872019JAN000,86000000000036406,0012litro 3814.00.00Thinner                                                               
PR926614530001872019JAN099,570,8051000000000000000005600000000000000000000000000000000000000000000000000000000001470000000000000000000000000000000000000101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000312litro 2914.13.00METIL ISOBUTIL CETONA                                                 
PF926614530001872019JAN000,86000000000036406,0012litro 3814.00.00Thinner                                                               
PR926614530001872019JAN0099,5000,87000000000000000197690000000000000000000000000000000000000000000000000000000091320000000000000003810000000000000000034116000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000014621litro 2902.30.00TOLUENO                                                               
PF926614530001872019JAN000,86000000000036406,0012litro 3814.00.00Thinner                                                               
PR926614530001872019JAN0099,50,8748000000000000000004390000000000000000000000000000000000000000000000000000000002050000000000000000069600000000000000000350000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000580litro 2915.39.39ACETATO DE AMILA                                                      
PF926614530001872019JAN000,86000000000036406,0012litro 3814.00.00Thinner                                                               
PR926614530001872019JAN00001000000100000000000000000660000000000000000000000000000000000000000000000000000000000-450000000000000000064000000000000000000003000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001342litro 2905.13.00BUTANOL                                                               
PF926614530001872019JAN000,86000000000036406,0012litro 3814.00.00Thinner                                                               
PR926614530001872019JAN0099,8000,81000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000litro 2905.14.20SEC BUTANOL                                                           
PF926614530001872019JAN000,86000000000036406,0012litro 3814.00.00Thinner                                                               
MV926614530001872019JAN162.1010099,5000000034447,8630384litro 338039    15179682002596884737310002862914.11.00ACETONA                                                               
MV926614530001872019JAN085.1010099,50000000000002005,344litro 182033    94247293000150926614530001872914.11.00ACETONA                                                               
MV926614530001872019JAN085.1010099,50000000000001002,672litro 182133    94247293000150926614530001872914.11.00ACETONA                                                               
MV926614530001872019JAN145.1010099,50000000000002005,344litro 182493    94247293000150926614530001872914.11.00ACETONA                                                               
MV926614530001872019JAN155.1010099,50000000000001002,672litro 182573    94247293000150926614530001872914.11.00ACETONA                                                               
MV926614530001872019JAN175.1010099,50000000000001002,672litro 182733    94247293000150926614530001872914.11.00ACETONA                                                               
MV926614530001872019JAN225.1010099,50000000000001002,672litro 182981    94247293000150926614530001872914.11.00ACETONA                                                               
MV926614530001872019JAN235.1010099,50000000000001002,672litro 183067    94247293000150926614530001872914.11.00ACETONA                                                               
MV926614530001872019JAN285.1010099,50000000000001002,672litro 183263    94247293000150926614530001872914.11.00ACETONA                                                               
MV926614530001872019JAN295.1010099,50000000000001002,672litro 183356    94247293000150926614530001872914.11.00ACETONA                                                               
MV926614530001872019JAN155.1010099,50000000000001002,672litro 182550    00849898000177926614530001872914.11.00ACETONA                                                               
MV926614530001872019JAN185.1010099,50000000000001002,672litro 182793    02079656000177926614530001872914.11.00ACETONA                                                               
MV926614530001872019JAN295.1010099,50000000000001002,672litro 183319    02079656000177926614530001872914.11.00ACETONA                                                               
MV926614530001872019JAN295.1010099,50000000000001002,672litro 183372    92808096000137926614530001872914.11.00ACETONA                                                               
MV926614530001872019JAN085.1010099,500000000000000000400litro 182027    91466755000131926614530001872914.11.00ACETONA                                                               
MV926614530001872019JAN165.1010099,500000000000000000200litro 182603    91466755000131926614530001872914.11.00ACETONA                                                               
MV926614530001872019JAN175.1010099,500000000000000000200litro 182692    91466755000131              2914.11.00ACETONA                                                               
MV926614530001872019JAN285.1010099,500000000000000000600litro 183271    91466755000131926614530001872914.11.00ACETONA                                                               
MV926614530001872019JAN045.1010099,500000000000000000200litro 181904    87060364000145926614530001872914.11.00ACETONA                                                               
MV926614530001872019JAN075.1010099,500000000000000000800litro 181981    00940956000173830834280068802914.11.00ACETONA                                                               
MV926614530001872019JAN085.1010099,500000000000000000600litro 182028    01037777000193926614530001872914.11.00ACETONA                                                               
MV926614530001872019JAN085.1010099,500000000000000000200litro 182041    90045865000167926614530001872914.11.00ACETONA                                                               
MV926614530001872019JAN095.1010099,500000000000000000200litro 182215    90045865000167926614530001872914.11.00ACETONA                                                               
MV926614530001872019JAN105.1010099,500000000000000000200litro 182314    90045865000167926614530001872914.11.00ACETONA                                                               
MV926614530001872019JAN155.1010099,500000000000000000200litro 182552    94661428000129926614530001872914.11.00ACETONA                                                               
MV926614530001872019JAN175.1010099,500000000000000000600litro 182724    01037777000193926614530001872914.11.00ACETONA                                                               
MV926614530001872019JAN185.1010099,500000000000000000800litro 182765    00940956000173830834280068802914.11.00ACETONA                                                               
